"","from","to"
"4203","TNIP1","MAGEH1"
"4204","TNIP1","OPTN"
"4205","TNIP1","GABARAPL1"
"4206","TNIP1","ZNHIT1"
"4207","TNIP1","MAP1LC3B"
"4208","TNIP1","MAP1LC3A"
"4209","TNIP1","NFKB1"
"4210","TNIP1","MAPK1"
"4211","TNIP1","RNF11"
"4212","TNIP1","FUS"
"4213","TNIP1","GTF2H1"
"4214","TNIP1","GIT2"
"4215","TNIP1","CDIP1"
"4216","TNIP1","NIFK"
"4217","DDX17","PIN1"
"4218","DDX17","CSNK2A1"
"4219","DDX17","SF3B4"
"4220","DDX17","WBP11"
"4221","DDX17","SF1"
"4222","DDX17","SUMO2"
"4223","DDX17","APP"
"4224","DDX17","CREBBP"
"4225","DDX17","NCOA3"
"4226","DDX17","NCOA1"
"4227","DDX17","HNRNPH3"
"4228","DDX17","DDX5"
"4229","DDX17","RBM4"
"4230","LTV1","CSNK2A1"
"4231","LTV1","APP"
"4232","MRFAP1L1","MORF4L1"
"4233","MRFAP1L1","MEOX2"
"4234","MRFAP1L1","SMARCE1"
"4235","MRFAP1L1","HGS"
"4236","MRFAP1L1","TSNAX"
"4237","MRFAP1L1","CDK2AP1"
"4238","MRFAP1L1","MRFAP1"
"4239","MRFAP1L1","ZDHHC17"
"4240","MRFAP1L1","CDK2AP2"
"4241","MRFAP1L1","PRKCDBP"
"4242","FMNL1","RAC1"
"4243","FMNL1","PRPF40A"
"4244","FMNL1","GAS7"
"4245","FMNL1","APP"
"4246","FMNL1","XRCC6"
"4247","FMNL1","PFN1"
"4248","FMNL1","PFN2"
"4249","PTTG1IP","TP53"
"4250","MAGED1","RBFOX2"
"4251","MAGED1","MEOX2"
"4252","MAGED1","DAZAP2"
"4253","MAGED1","BAG3"
"4254","MAGED1","RBM23"
"4255","MAGED1","CD2BP2"
"4256","MAGED1","FBXO7"
"4257","MAGED1","NUMBL"
"4258","MAGED1","AATF"
"4259","MAGED1","TRIM28"
"4260","MAGED1","MAPK3"
"4261","MAGED1","PJA2"
"4262","MAGED1","PJA1"
"4263","MAGED1","EIF3J"
"4264","MAGED1","SMAP2"
"4265","MAGED1","MPC1"
"4266","CALM1","PHKB"
"4267","CALM1","MORF4L1"
"4268","CALM1","MBIP"
"4269","CALM1","CSNK2A1"
"4270","CALM1","TPT1"
"4271","CALM1","EWSR1"
"4272","CALM1","SNRPB2"
"4273","CALM1","MATR3"
"4274","CALM1","HSPA4"
"4275","CALM1","TCF3"
"4276","CALM1","DCTN2"
"4277","CALM1","DDX21"
"4278","CALM1","NBR1"
"4279","CALM1","SET"
"4280","CALM1","SPP1"
"4281","CALM1","ARHGEF7"
"4282","CALM1","MYLK"
"4283","CALM1","UCHL5"
"4284","CALM1","RAD23B"
"4285","CALM1","RPS14"
"4286","CALM1","S100B"
"4287","CALM1","STX8"
"4288","CALM1","YWHAE"
"4289","CALM1","OPTN"
"4290","CALM1","IQGAP1"
"4291","CALM1","SQSTM1"
"4292","CALM1","YWHAQ"
"4293","CALM1","ARMC1"
"4294","CALM1","ATRX"
"4295","CALM1","HUWE1"
"4296","CALM1","EGFR"
"4297","CALM1","IMMT"
"4298","CALM1","YBX1"
"4299","CALM1","PAM"
"4300","CALM1","RALA"
"4301","CALM1","GTF2I"
"4302","CALM1","RANBP2"
"4303","CALM1","TSC2"
"4304","CALM1","HSP90AA1"
"4305","CALM1","POLR2B"
"4306","CALM1","PRDX1"
"4307","CALM1","FKBP8"
"4308","CALM1","DST"
"4309","CALM1","CSNK2B"
"4310","CALM1","PTEN"
"4311","CALM1","EIF3C"
"4312","CALM1","RPL13A"
"4313","CALM1","SRSF5"
"4314","CALM1","CLIP1"
"4315","CALM1","SNX6"
"4316","CALM1","SF3B1"
"4317","CALM1","CLINT1"
"4318","CALM1","UTRN"
"4319","CALM1","GNAS"
"4320","CALM1","GRK5"
"4321","CALM1","TRDN"
"4322","CALM1","ITGA6"
"4323","CALM1","DDX5"
"4324","CALM1","RPS15A"
"4325","CALM1","LUC7L"
"4326","CALM1","RPL22"
"4327","CALM1","MYCBP2"
"4328","CALM1","SLTM"
"4329","CALM1","CAMK2G"
"4330","CALM1","RDX"
"4331","CALM1","SEC61A1"
"4332","CALM1","BRWD1"
"4333","CALM1","CDC37L1"
"4334","CALM1","KDM5C"
"4335","CALM1","STK38"
"4336","CALM1","FKBP4"
"4337","CALM1","FKBP3"
"4338","CALM1","RALB"
"4339","CALM1","CNN1"
"4340","CALM1","METAP2"
"4341","CALM1","SRP14"
"4342","CALM1","FBXO9"
"4343","CALM1","RPS8"
"4344","CALM1","PSMD12"
"4345","CALM1","NEXN"
"4346","CALM1","LY96"
"4347","CALM1","ACADM"
"4348","CALM1","LACTB"
"4349","CALM1","DOCK11"
"4350","CALM1","USP16"
"4351","CALM1","NOL7"
"4352","CALM1","CALD1"
"4353","CALM1","C4orf3"
"4354","CALM2","CAMTA2"
"4355","CALM2","UBE2V1"
"4356","CALM2","RALA"
"4357","CALM2","UBE2N"
"4358","CALM2","UBA1"
"4359","CALM2","RALB"
"4360","CAMTA2","CALM3"
"4361","CALM3","MRPL20"
"4362","CALM3","STK11"
"4363","CALM3","RPSA"
"4364","CALU","UBQLN1"
"4365","CALU","CSNK2A1"
"4366","CALU","CTNNAL1"
"4367","CALU","PRMT5"
"4368","UBQLN1","PBXIP1"
"4369","UBQLN1","COL1A2"
"4370","UBQLN1","MLLT6"
"4371","UBQLN1","HGS"
"4372","UBQLN1","VCP"
"4373","UBQLN1","RIC8A"
"4374","UBQLN1","FCGR2A"
"4375","UBQLN1","FKBP2"
"4376","UBQLN1","FN1"
"4377","UBQLN1","IL6ST"
"4378","UBQLN1","PARVA"
"4379","UBQLN1","SCMH1"
"4380","UBQLN1","EFEMP2"
"4381","UBQLN1","P4HB"
"4382","UBQLN1","SERPINE1"
"4383","UBQLN1","PPIB"
"4384","UBQLN1","PPIC"
"4385","UBQLN1","SRGN"
"4386","UBQLN1","PSMD3"
"4387","UBQLN1","RARA"
"4388","UBQLN1","RPN1"
"4389","UBQLN1","PRPF40A"
"4390","UBQLN1","HSPA13"
"4391","UBQLN1","TXNDC12"
"4392","UBQLN1","UBB"
"4393","UBQLN1","UBC"
"4394","UBQLN1","UBE2V1"
"4395","UBQLN1","FAM127A"
"4396","UBQLN1","LITAF"
"4397","UBQLN1","ADRM1"
"4398","UBQLN1","TARDBP"
"4399","UBQLN1","SIL1"
"4400","UBQLN1","APP"
"4401","UBQLN1","FAS"
"4402","UBQLN1","FGF7"
"4403","UBQLN1","TNFRSF1A"
"4404","UBQLN1","UBQLN2"
"4405","UBQLN1","F8"
"4406","UBQLN1","PSMD4"
"4407","UBQLN1","EPS15"
"4408","UBQLN1","CHGB"
"4409","UBQLN1","PTN"
"4410","UBQLN1","TNFRSF1B"
"4411","UBQLN1","PSEN1"
"4412","UBQLN1","C1QA"
"4413","UBQLN1","GIT2"
"4414","UBQLN1","SPARC"
"4415","UBQLN1","CSTF2T"
"4416","UBQLN1","TLR4"
"4417","UBQLN1","UBXN1"
"4418","UBQLN1","CD99"
"4419","UBQLN1","GPX3"
"4420","UBQLN1","HK2"
"4421","UBQLN1","NBL1"
"4422","UBQLN1","TMUB2"
"4423","UBQLN1","PSMD6"
"4424","UBQLN1","PLA2G16"
"4425","UBQLN1","UBXN4"
"4426","UBQLN1","HSD17B12"
"4427","UBQLN1","CYB5R1"
"4428","UBQLN1","MANBAL"
"4429","UBQLN1","CD99L2"
"4430","UBQLN1","PIK3IP1"
"4431","UBQLN1","DNAJB2"
"4432","UBQLN1","TMEM37"
"4433","PHKB","HNRNPC"
"4434","PHKB","C20orf27"
"4435","RPL11","PML"
"4436","RPL11","APP"
"4437","RPL11","MDM2"
"4438","RPL11","HP"
"4439","RPL11","PAIP2"
"4440","MAD2L2","ADAM15"
"4441","MAD2L2","RAN"
"4442","MAD2L2","PRRC2A"
"4443","MAD2L2","PRCC"
"4444","MAD2L2","ELK1"
"4445","MAD2L2","TCF7L2"
"4446","MAD2L2","YY1AP1"
"4447","MAD2L2","RBBP6"
"4448","MAD2L2","CLTA"
"4449","MAD2L2","ADAM9"
"4450","MORF4L1","PBXIP1"
"4451","MORF4L1","ARRDC3"
"4452","MORF4L1","MRFAP1"
"4453","MORF4L1","APP"
"4454","MORF4L1","RB1"
"4455","MORF4L1","MSL1"
"4456","RBFOX2","DAZAP2"
"4457","RBFOX2","TOLLIP"
"4458","RBFOX2","ELAVL1"
"4459","RBFOX2","MAPK1IP1L"
"4460","RBFOX2","HNRNPH2"
"4461","RBFOX2","QKI"
"4462","RBFOX2","RBM23"
"4463","RBFOX2","RBM42"
"4464","RBFOX2","PTBP1"
"4465","RBFOX2","PSMF1"
"4466","RBFOX2","RBM22"
"4467","RBFOX2","KHDRBS1"
"4468","RBFOX2","HNRNPAB"
"4469","RBFOX2","RERE"
"4470","RBFOX2","ATN1"
"4471","RBFOX2","SF3A1"
"4472","RBFOX2","DDX5"
"4473","RBFOX2","ATXN1L"
"4474","RBFOX2","APH1A"
"4475","POP5","UBC"
"4476","CAMK2D","TNPO2"
"4477","CAMK2D","MOAP1"
"4478","CAMK2D","FNDC3B"
"4479","CAMK2D","STIP1"
"4480","CAMK2D","RPS4X"
"4481","CAMK2D","EIF4B"
"4482","CAMK2D","IFNGR2"
"4483","CAMK2D","WASF3"
"4484","CAMK2D","HNMT"
"4485","TNPO2","CRYAB"
"4486","TNPO2","NXF1"
"4487","TNPO2","APIP"
"4488","TNPO2","NME1"
"4489","TNPO2","RAN"
"4490","TNPO2","NUP98"
"4491","MOAP1","MBIP"
"4492","MOAP1","MAGEH1"
"4493","MOAP1","CCDC85B"
"4494","FNDC3B","TOX4"
"4495","CAMLG","PPIB"
"4496","CAMLG","EGFR"
"4497","CAPG","TP53"
"4498","CAPNS1","DRG1"
"4499","CAPNS1","CAPN1"
"4500","CAPNS1","RAB1A"
"4501","CAPNS1","ATP5J2"
"4502","CAPNS1","GNB2"
"4503","CAPNS1","CAPN2"
"4504","CASP1","BCAP31"
"4505","CASP1","EGFR"
"4506","CASP1","PARP1"
"4507","CASP1","IL1B"
"4508","CASP1","IL33"
"4509","CASP7","SAT1"
"4510","CASP7","PAK2"
"4511","CASP7","ROCK1"
"4512","CASP7","STAT1"
"4513","CASP7","VIM"
"4514","CASP7","CCT2"
"4515","CASP7","RB1"
"4516","CASP7","TNFRSF1A"
"4517","CASP7","PARP1"
"4518","CASP7","SP1"
"4519","CASP7","PTGES3"
"4520","CASP7","COPS6"
"4521","CASP7","SPTAN1"
"4522","CASP7","CASP3"
"4523","CASP7","DFFA"
"4524","SAT1","RBM17"
"4525","SAT1","EEF1G"
"4526","SAT1","PLGRKT"
"4527","SAT1","JUNB"
"4528","SAT1","MTA1"
"4529","SAT1","TCF25"
"4530","SAT1","VASP"
"4531","SAT1","LUC7L2"
"4532","SAT1","RELA"
"4533","SAT1","EIF3D"
"4534","SAT1","DDX39A"
"4535","SAT1","SEPHS1"
"4536","SAT1","SAT2"
"4537","SAT1","TP53"
"4538","SAT1","RPLP1"
"4539","SAT1","TLE1"
"4540","SAT1","HSPB1"
"4541","SAT1","CHD3"
"4542","SAT1","ZHX1"
"4543","SAT1","CCDC90B"
"4544","SAT1","PTN"
"4545","SAT1","COPS6"
"4546","SAT1","GBP2"
"4547","SAT1","TUBB2A"
"4548","SAT1","VKORC1"
"4549","SAT1","DNPEP"
"4550","SAT1","PRDX2"
"4551","SAT1","FAM156A"
"4552","SAT1","MRPL9"
"4553","SAT1","SARAF"
"4554","SAT1","B4GALT3"
"4555","SAT1","HSPE1"
"4556","SAT1","FTSJ3"
"4557","MEOX2","NCK2"
"4558","MEOX2","PIN1"
"4559","MEOX2","CCNC"
"4560","MEOX2","PTGER3"
"4561","MEOX2","SMARCE1"
"4562","MEOX2","EIF5A"
"4563","MEOX2","MLLT6"
"4564","MEOX2","GNG11"
"4565","MEOX2","GPSM3"
"4566","MEOX2","SPRY1"
"4567","MEOX2","ANP32B"
"4568","MEOX2","PCSK5"
"4569","MEOX2","RPL15"
"4570","MEOX2","SET"
"4571","MEOX2","SPP1"
"4572","MEOX2","TGFB1"
"4573","MEOX2","NAA10"
"4574","MEOX2","HAT1"
"4575","MEOX2","STX16"
"4576","MEOX2","EDF1"
"4577","MEOX2","ARHGEF7"
"4578","MEOX2","ATG5"
"4579","MEOX2","PSMD14"
"4580","MEOX2","LAMTOR5"
"4581","MEOX2","PACSIN2"
"4582","MEOX2","EFEMP2"
"4583","MEOX2","HP1BP3"
"4584","MEOX2","IP6K2"
"4585","MEOX2","TMEM100"
"4586","MEOX2","SLC48A1"
"4587","MEOX2","USE1"
"4588","MEOX2","CTNNBL1"
"4589","MEOX2","CIAPIN1"
"4590","MEOX2","RHOJ"
"4591","MEOX2","FAM3A"
"4592","MEOX2","RMND5A"
"4593","MEOX2","NCALD"
"4594","MEOX2","EIF1AD"
"4595","MEOX2","DYNLL2"
"4596","MEOX2","POM121C"
"4597","MEOX2","MVP"
"4598","MEOX2","HNRNPD"
"4599","MEOX2","MT-ND1"
"4600","MEOX2","RNF10"
"4601","MEOX2","HLA-A"
"4602","MEOX2","ATXN1L"
"4603","MEOX2","ZMAT2"
"4604","MEOX2","INPP1"
"4605","MEOX2","FUCA2"
"4606","MEOX2","UNC45A"
"4607","MEOX2","ITM2A"
"4608","MEOX2","AGPAT1"
"4609","MEOX2","CPSF4"
"4610","MEOX2","PKIG"
"4611","MEOX2","GMPR2"
"4612","MEOX2","SAMM50"
"4613","MEOX2","SEPP1"
"4614","MEOX2","MT-CO1"
"4615","MEOX2","VEZF1"
"4616","MEOX2","MTMR10"
"4617","MEOX2","GLO1"
"4618","HOMER3","PKN1"
"4619","HOMER3","PSMC5"
"4620","HOMER3","DYNLL2"
"4621","HOMER3","EIF3D"
"4622","HOMER3","SNRPF"
"4623","HOMER3","APP"
"4624","HOMER3","POM121"
"4625","HOMER3","PSMA2"
"4626","HOMER3","FAT1"
"4627","GSE1","RALBP1"
"4628","GSE1","XRCC6"
"4629","CBLB","NCK2"
"4630","CBLB","GLRX3"
"4631","CBLB","CRK"
"4632","CBLB","FYN"
"4633","CBLB","APPL1"
"4634","CBLB","SH3KBP1"
"4635","CBLB","UBC"
"4636","CBLB","UBE2V1"
"4637","CBLB","EGFR"
"4638","CBLB","TGFB1I1"
"4639","CBLB","CD2AP"
"4640","CBLB","ABI1"
"4641","CBLB","RNF11"
"4642","CBLB","UBE2N"
"4643","CBLB","CRKL"
"4644","CBLB","UBA1"
"4645","NCK2","DVL1"
"4646","NCK2","EEF1G"
"4647","NCK2","KIAA1217"
"4648","NCK2","SF3B4"
"4649","NCK2","WBP11"
"4650","NCK2","LCP2"
"4651","NCK2","FAM53C"
"4652","NCK2","WASL"
"4653","NCK2","DRAP1"
"4654","NCK2","ILK"
"4655","NCK2","LIMS1"
"4656","NCK2","PDGFRB"
"4657","NCK2","PSMD10"
"4658","NCK2","NCKIPSD"
"4659","NCK2","PTK2"
"4660","NCK2","RTN4"
"4661","NCK2","UBC"
"4662","NCK2","SORBS2"
"4663","NCK2","EIF3H"
"4664","NCK2","CPSF6"
"4665","NCK2","EGFR"
"4666","NCK2","PKN2"
"4667","NCK2","KHDRBS1"
"4668","NCK2","ATN1"
"4669","NCK2","NTRK2"
"4670","NCK2","RHOU"
"4671","NCK2","DOCK1"
"4672","NCK2","EFNB1"
"4673","NCK2","RBM26"
"4674","NCK2","SYNPO"
"4675","GLRX3","ADAMTSL4"
"4676","GLRX3","PLSCR1"
"4677","GLRX3","GRN"
"4678","GLRX3","PCSK5"
"4679","GLRX3","MAP3K3"
"4680","GLRX3","EFEMP2"
"4681","GLRX3","CIAPIN1"
"4682","GLRX3","PFDN5"
"4683","GLRX3","NADK"
"4684","GLRX3","STAU1"
"4685","GLRX3","UGP2"
"4686","GLRX3","CGGBP1"
"4687","PIN1","CDC27"
"4688","PIN1","SRRM1"
"4689","PIN1","RNPS1"
"4690","PIN1","CSNK2A1"
"4691","PIN1","CSNK2A2"
"4692","PIN1","ADAMTSL4"
"4693","PIN1","ZCCHC10"
"4694","PIN1","NONO"
"4695","PIN1","DHX15"
"4696","PIN1","HNRNPC"
"4697","PIN1","BAG6"
"4698","PIN1","EIF3G"
"4699","PIN1","FOXO4"
"4700","PIN1","ARHGEF15"
"4701","PIN1","PRRC1"
"4702","PIN1","PKM"
"4703","PIN1","SOCS3"
"4704","PIN1","RARA"
"4705","PIN1","SRSF11"
"4706","PIN1","CARHSP1"
"4707","PIN1","G3BP2"
"4708","PIN1","DDAH2"
"4709","PIN1","TP53"
"4710","PIN1","MED1"
"4711","PIN1","MCL1"
"4712","PIN1","SGK1"
"4713","PIN1","PML"
"4714","PIN1","CTNNB1"
"4715","PIN1","CENPB"
"4716","PIN1","XRCC6"
"4717","PIN1","MAP3K8"
"4718","PIN1","SFPQ"
"4719","PIN1","NCOA3"
"4720","PIN1","DAB2"
"4721","PIN1","PPARG"
"4722","PIN1","SRRM2"
"4723","PIN1","PABPC1"
"4724","PIN1","KLHL20"
"4725","PIN1","G3BP1"
"4726","PIN1","CAPRIN1"
"4727","PIN1","JUN"
"4728","PIN1","DDB1"
"4729","PIN1","TSC2"
"4730","PIN1","IRAK1"
"4731","PIN1","SUPT5H"
"4732","PIN1","SMAD2"
"4733","PIN1","HNRNPU"
"4734","PIN1","CCDC90B"
"4735","PIN1","DDX24"
"4736","PIN1","PTOV1"
"4737","PIN1","MAP3K11"
"4738","PIN1","AP2A1"
"4739","PIN1","HNRNPH1"
"4740","PIN1","DDX5"
"4741","PIN1","PRPF8"
"4742","PIN1","EFTUD2"
"4743","PIN1","RPL4"
"4744","PIN1","SNRNP200"
"4745","PIN1","SSBP4"
"4746","PIN1","SSBP2"
"4747","PIN1","TBC1D4"
"4748","PIN1","SHKBP1"
"4749","PIN1","DDX3X"
"4750","PIN1","CSAD"
"4751","PIN1","WIZ"
"4752","PIN1","DMPK"
"4753","PIN1","GPAA1"
"4754","PIN1","LEPR"
"4755","PIN1","WRNIP1"
"4756","PIN1","THRAP3"
"4757","PIN1","HADHA"
"4758","PIN1","MOCS1"
"4759","PRKAG1","KEAP1"
"4760","PRKAG1","EIF3G"
"4761","PRKAG1","PAICS"
"4762","PRKAG1","PRKAB1"
"4763","PRKAG1","ACACA"
"4764","PRKAG1","PRKAG2"
"4765","NTM","APP"
"4766","NTM","NEGR1"
"4767","CCNC","TADA3"
"4768","CCNC","PUF60"
"4769","CCNC","MBIP"
"4770","CCNC","PBXIP1"
"4771","CCNC","GLYR1"
"4772","CCNC","CCNH"
"4773","CCNC","RB1"
"4774","CCNC","HSPB1"
"4775","CCNC","SMAD1"
"4776","CCNC","MGST3"
"4777","TADA3","KDM1A"
"4778","TADA3","RARA"
"4779","TADA3","MAGEH1"
"4780","TADA3","USP5"
"4781","TADA3","SAP18"
"4782","TADA3","XRCC6"
"4783","TADA3","RXRA"
"4784","TADA3","EIF3J"
"4785","PUF60","FHL2"
"4786","PUF60","QRICH1"
"4787","PUF60","ID3"
"4788","PUF60","PCBP1"
"4789","PUF60","VIM"
"4790","PUF60","RAD23B"
"4791","PUF60","RAP1GDS1"
"4792","PUF60","SRSF11"
"4793","PUF60","SNRPF"
"4794","PUF60","MED28"
"4795","PUF60","CHD3"
"4796","PUF60","HIST1H1C"
"4797","PUF60","ERG"
"4798","PUF60","ARL8A"
"4799","MBIP","PPFIA1"
"4800","MBIP","LMO3"
"4801","MBIP","VPS28"
"4802","MBIP","POLR1C"
"4803","MBIP","LIMS1"
"4804","MBIP","MYD88"
"4805","MBIP","RAP1GDS1"
"4806","MBIP","EPB41L3"
"4807","MBIP","CCDC85B"
"4808","MBIP","COPS4"
"4809","MBIP","RAPGEF1"
"4810","MBIP","DGCR6L"
"4811","MBIP","VTA1"
"4812","PBXIP1","SGTA"
"4813","PBXIP1","DAXX"
"4814","PBXIP1","CCDC53"
"4815","PBXIP1","TSNAX"
"4816","PBXIP1","CCDC85B"
"4817","GLYR1","FHL2"
"4818","GLYR1","KDM1A"
"4819","GLYR1","EIF1AD"
"4820","GLYR1","WHSC1L1"
"4821","CCND3","PCNA"
"4822","CCND3","NPDC1"
"4823","CCND3","EFEMP2"
"4824","CCND3","NME1"
"4825","CCND3","RARA"
"4826","CCND3","EIF3K"
"4827","CCND3","SIL1"
"4828","CCND3","APP"
"4829","CCND3","RB1"
"4830","CCND3","FAS"
"4831","CCND3","RBL2"
"4832","CCND3","ATP5C1"
"4833","CCND3","POLR3GL"
"4834","CCND3","CRABP2"
"4835","CCND3","MAF1"
"4836","CCND3","ATF5"
"4837","CCNG1","GRN"
"4838","CCNG1","TP53"
"4839","CCNG1","APP"
"4840","CCNG1","MDM2"
"4841","CCNG1","SHKBP1"
"4842","CCNG1","PLEKHA4"
"4843","CCNG1","LTBP3"
"4844","CCNG1","NFATC4"
"4845","CCNG1","GAK"
"4846","CCNG2","PPP2CA"
"4847","CCNH","PPFIA1"
"4848","CCNH","SSSCA1"
"4849","CCNH","CTBP2"
"4850","CCNH","TP53"
"4851","CCNH","GANAB"
"4852","CCNH","MYC"
"4853","CCNH","TRIM8"
"4854","CCNH","POLR2A"
"4855","CCNH","POLR2B"
"4856","CCNH","SUPT5H"
"4857","CCNH","MNAT1"
"4858","CCNH","CSNK2B"
"4859","PPFIA1","PPP2R5D"
"4860","PPFIA1","NDN"
"4861","PPFIA1","GIT1"
"4862","PPFIA1","PTPRF"
"4863","PPFIA1","PPFIBP1"
"4864","SSSCA1","TRAPPC6A"
"4865","SSSCA1","SNAPC5"
"4866","SSSCA1","CCT3"
"4867","SSSCA1","CCT7"
"4868","SSSCA1","CCT2"
"4869","SSSCA1","CCT5"
"4870","SSSCA1","IL16"
"4871","SSSCA1","VTA1"
"4872","FHL2","RAI2"
"4873","FHL2","JUP"
"4874","FHL2","GNG12"
"4875","FHL2","KIAA1217"
"4876","FHL2","CCDC92"
"4877","FHL2","ZBTB16"
"4878","FHL2","HCK"
"4879","FHL2","ID3"
"4880","FHL2","ITGB2"
"4881","FHL2","SMAD4"
"4882","FHL2","DPF2"
"4883","FHL2","APP"
"4884","FHL2","CAPN1"
"4885","FHL2","CTNNB1"
"4886","FHL2","CSK"
"4887","FHL2","ITGB1"
"4888","FHL2","MAPK1"
"4889","FHL2","BIN1"
"4890","FHL2","SFPQ"
"4891","FHL2","BMPR2"
"4892","FHL2","FOXO1"
"4893","FHL2","E2F4"
"4894","FHL2","ATF3"
"4895","FHL2","SMAD2"
"4896","FHL2","SRF"
"4897","FHL2","IGFBP5"
"4898","FHL2","FHL1"
"4899","FHL2","ZNF638"
"4900","FHL2","FAM129A"
"4901","FHL2","PHB2"
"4902","FHL2","AK1"
"4903","FHL2","ZNF331"
"4904","FHL2","ITGA7"
"4905","MXI1","MAX"
"4906","MXI1","APP"
"4907","MXI1","SMC3"
"4908","CD40","HSPA4"
"4909","CD40","XRCC6"
"4910","CD40","XRCC5"
"4911","CD40","TDP2"
"4912","SGTA","COL1A2"
"4913","SGTA","CSF1"
"4914","SGTA","CTSL"
"4915","SGTA","GRN"
"4916","SGTA","NXF1"
"4917","SGTA","EFEMP1"
"4918","SGTA","BAG6"
"4919","SGTA","FIP1L1"
"4920","SGTA","HSPA4"
"4921","SGTA","HSP90AB1"
"4922","SGTA","SPP1"
"4923","SGTA","EFEMP2"
"4924","SGTA","SERPINE1"
"4925","SGTA","PPIB"
"4926","SGTA","PPIC"
"4927","SGTA","SRGN"
"4928","SGTA","RARRES3"
"4929","SGTA","RPN1"
"4930","SGTA","SDC4"
"4931","SGTA","HSPA13"
"4932","SGTA","TFRC"
"4933","SGTA","F11R"
"4934","SGTA","TXNDC12"
"4935","SGTA","SPPL2A"
"4936","SGTA","GABARAPL2"
"4937","SGTA","NR3C1"
"4938","SGTA","PFN2"
"4939","SGTA","TNFRSF1A"
"4940","SGTA","HSP90AA1"
"4941","SGTA","GHR"
"4942","SGTA","PTN"
"4943","SGTA","CXCL8"
"4944","SGTA","C1QA"
"4945","SGTA","C1QTNF1"
"4946","SGTA","IRF3"
"4947","SGTA","SEC61B"
"4948","SGTA","CD99"
"4949","SGTA","TMUB2"
"4950","SGTA","SLPI"
"4951","SGTA","SOD3"
"4952","SGTA","ADIPOQ"
"4953","SGTA","WBP1L"
"4954","SGTA","C19orf10"
"4955","SGTA","TWSG1"
"4956","PTGER3","ADAMTSL4"
"4957","PTGER3","EFEMP2"
"4958","PLEKHB2","DAZAP2"
"4959","PLEKHB2","EPN1"
"4960","PLEKHB2","UPF1"
"4961","SEPT7","SEPT10"
"4962","SEPT7","CDC42EP2"
"4963","SEPT7","CDC42EP3"
"4964","SEPT10","YTHDC1"
"4965","SEPT10","LSM8"
"4966","CDC27","COMT"
"4967","CDC27","CDC16"
"4968","CDC27","CTNNB1"
"4969","CDC27","RB1"
"4970","CDC27","PPP5C"
"4971","CDC27","PTEN"
"4972","CDC27","ADNP"
"4973","COMT","RGS2"
"4974","COMT","XRN2"
"4975","COMT","VKORC1"
"4976","CDC34","CSNK2A1"
"4977","CDC34","RAD21"
"4978","CDC34","VHL"
"4979","CDC34","NFKBIA"
"4980","CDC34","FBXO7"
"4981","CDC34","RELA"
"4982","CDC34","WWP2"
"4983","CDC34","CUL3"
"4984","CDC34","ZFAND6"
"4985","CDC34","UBC"
"4986","CDC34","RNF7"
"4987","CDC34","ING4"
"4988","CDC34","TRIM28"
"4989","CDC34","PPARG"
"4990","CDC34","CUL1"
"4991","CDC34","RBX1"
"4992","CDC34","CDK9"
"4993","CDC34","FBXW7"
"4994","CDC34","FBXW11"
"4995","CDC34","CSNK2B"
"4996","CDC34","UBA1"
"4997","CDC34","CREM"
"4998","CDC34","MARCH2"
"4999","CDC34","ATF5"
"5000","CDC34","FBXW2"
"5001","CDC34","FBXL3"
"5002","CDC34","HINT1"
"5003","CDC42","PAK2"
"5004","CDC42","CDC42EP2"
"5005","CDC42","CDC42EP1"
"5006","CDC42","EEF1G"
"5007","CDC42","BAIAP2"
"5008","CDC42","GDI1"
"5009","CDC42","NCF2"
"5010","CDC42","WASL"
"5011","CDC42","ARHGAP35"
"5012","CDC42","ARHGEF7"
"5013","CDC42","RAP1GDS1"
"5014","CDC42","TRIP10"
"5015","CDC42","UBC"
"5016","CDC42","IQGAP1"
"5017","CDC42","FMNL2"
"5018","CDC42","ARHGAP17"
"5019","CDC42","RPL23"
"5020","CDC42","CDC42EP4"
"5021","CDC42","TP53"
"5022","CDC42","BCR"
"5023","CDC42","ITSN1"
"5024","CDC42","MCM3AP"
"5025","CDC42","ST13"
"5026","CDC42","PIK3R1"
"5027","CDC42","ERRFI1"
"5028","CDC42","ARHGAP10"
"5029","CDC42","MAP3K11"
"5030","CDC42","A2M"
"5031","CDC42","LGALS1"
"5032","CDC42","ARHGEF25"
"5033","CDC42","ETFA"
"5034","CDC42","CDC42BPA"
"5035","CDC42","DOCK9"
"5036","CDC42","SH3D19"
"5037","CDC42","RPL22"
"5038","CDC42","ARHGAP1"
"5039","CDC42","MT-CO1"
"5040","CDC42","CDC42EP3"
"5041","CDC42","MCF2L"
"5042","CDC42","CDC42SE1"
"5043","CDC42","CDC42SE2"
"5044","CDC42","S100A9"
"5045","CDC42","CDC42BPB"
"5046","CDC42","RIOK3"
"5047","PAK2","HCK"
"5048","PAK2","ARHGEF7"
"5049","PAK2","RHOJ"
"5050","PAK2","PKM"
"5051","PAK2","SH3KBP1"
"5052","PAK2","RAC1"
"5053","PAK2","APP"
"5054","PAK2","CTTN"
"5055","PAK2","ABL1"
"5056","PAK2","RAC2"
"5057","PAK2","MYC"
"5058","PAK2","DST"
"5059","PAK2","RAF1"
"5060","PAK2","RIOK3"
"5061","CDC42EP2","RHOQ"
